Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Profit,Quantity,Region,Returned,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Office Supplies,United States,Joy Daniels,0.7,09/09/16,CA-2014-152198,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",-5.215,2,East,,6.258,Consumer,10/09/16,First Class,Ohio,Binders
Office Supplies,United States,Joy Daniels,0.2,09/09/16,CA-2014-152198,Avery 501,5.9778,6,East,,17.712,Consumer,10/09/16,First Class,Ohio,Labels
Furniture,United States,Logan Currie,0.2,09/09/16,CA-2014-169439,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",-9.0904,2,East,,66.112,Consumer,13/09/16,Standard Class,Ohio,Furnishings
Office Supplies,United States,Logan Currie,0.2,09/09/16,CA-2014-169439,"BIC Brite Liner Highlighters, Chisel Tip",3.888,5,East,,25.92,Consumer,13/09/16,Standard Class,Ohio,Art
Office Supplies,United States,Arianne Irving,0.2,09/09/16,CA-2014-155929,Unpadded Memo Slips,2.388,2,West,,6.368,Consumer,13/09/16,Standard Class,Arizona,Paper
Furniture,United States,Stefania Perrino,0.3,09/09/16,US-2014-118087,Global Low Back Tilter Chair,-48.4704,2,East,Yes,141.372,Corporate,13/09/16,Standard Class,Pennsylvania,Chairs
Furniture,United States,Stefania Perrino,0.2,09/09/16,US-2014-118087,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",1.7024,2,East,Yes,17.024,Corporate,13/09/16,Standard Class,Pennsylvania,Furnishings
Office Supplies,United States,Stefania Perrino,0.2,09/09/16,US-2014-118087,"Quartet Omega Colored Chalk, 12/Pack",1.5768,1,East,Yes,4.672,Corporate,13/09/16,Standard Class,Pennsylvania,Art
Office Supplies,United States,Stefania Perrino,0.7,09/09/16,US-2014-118087,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",-3.6024,1,East,Yes,4.503,Corporate,13/09/16,Standard Class,Pennsylvania,Binders
Office Supplies,United States,Stefania Perrino,0.7,09/09/16,US-2014-118087,Wilson Jones Standard D-Ring Binders,-2.3276,2,East,Yes,3.036,Corporate,13/09/16,Standard Class,Pennsylvania,Binders
Technology,United States,Stefania Perrino,0.2,09/09/16,US-2014-118087,Microsoft Sculpt Comfort Mouse,28.764,3,East,Yes,95.88,Corporate,13/09/16,Standard Class,Pennsylvania,Accessories
Technology,United States,Stefania Perrino,0.2,09/09/16,US-2014-118087,Plantronics S12 Corded Telephone Headset System,64.674,3,East,Yes,258.696,Corporate,13/09/16,Standard Class,Pennsylvania,Accessories
Technology,United States,Stefania Perrino,0.4,09/09/16,US-2014-118087,Samsung Galaxy Note 2,-386.3916,7,East,Yes,1931.958,Corporate,13/09/16,Standard Class,Pennsylvania,Phones
Furniture,United States,Sean O'Donnell,0.2,09/09/16,CA-2014-147228,Eldon Wave Desk Accessories,4.2408,3,South,,14.136,Consumer,14/09/16,Standard Class,Tennessee,Furnishings
Furniture,United States,Liz Carlisle,0.2,09/09/16,CA-2014-137498,Novimex Fabric Task Chair,-15.245,5,West,,243.92,Consumer,14/09/16,Second Class,California,Chairs
Office Supplies,United States,Sean O'Donnell,0.2,09/09/16,CA-2014-147228,Xerox 1888,62.1376,4,South,,177.536,Consumer,14/09/16,Standard Class,Tennessee,Paper
Office Supplies,United States,Sean O'Donnell,0.2,09/09/16,CA-2014-147228,Fellowes Super Stor/Drawer Files,-3.231,2,South,,258.48,Consumer,14/09/16,Standard Class,Tennessee,Storage
Office Supplies,United States,Sean O'Donnell,0.2,09/09/16,CA-2014-147228,Staple remover,-1.9872,3,South,,8.832,Consumer,14/09/16,Standard Class,Tennessee,Supplies
Office Supplies,United States,Liz Carlisle,0,09/09/16,CA-2014-137498,Newell 35,1.9024,2,West,,6.56,Consumer,14/09/16,Second Class,California,Art
Office Supplies,United States,Liz Carlisle,0,09/09/16,CA-2014-137498,Astroparche Fine Business Paper,22.8096,9,West,,47.52,Consumer,14/09/16,Second Class,California,Paper
Office Supplies,United States,Keith Dawkins,0,09/09/16,CA-2014-100825,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,23.9688,3,West,,99.87,Corporate,14/09/16,Standard Class,California,Storage
Technology,United States,Matt Connell,0,09/09/16,US-2014-146213,Microsoft Wireless Mobile Mouse 4000,51.1872,4,West,,159.96,Corporate,14/09/16,Standard Class,California,Accessories
Office Supplies,United States,Joy Bell-,0,09/09/16,US-2014-159562,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",8.2156,2,Central,,17.48,Consumer,15/09/16,Standard Class,Michigan,Envelopes
Office Supplies,United States,Grace Kelly,0.2,09/09/16,CA-2014-139444,Avery 511,3.4496,4,Central,,9.856,Corporate,15/09/16,Standard Class,Texas,Labels
Office Supplies,United States,Sean Braxton,0,09/09/16,CA-2014-147361,Fellowes Officeware Wire Shelving,12.5762,7,South,,628.81,Corporate,15/09/16,Standard Class,South Carolina,Storage
Office Supplies,United States,Sean Braxton,0,09/09/16,CA-2014-147361,X-Rack File for Hanging Folders,14.677,5,South,,56.45,Corporate,15/09/16,Standard Class,South Carolina,Storage
Office Supplies,United States,Damala Kotsonis,0.2,09/09/16,CA-2014-168403,Belkin 7-Outlet SurgeMaster Home Series,0.8382,1,West,,11.176,Corporate,15/09/16,Standard Class,Oregon,Appliances
Office Supplies,United States,Damala Kotsonis,0.2,09/09/16,CA-2014-168403,Xerox 1930,11.2752,6,West,,31.104,Corporate,15/09/16,Standard Class,Oregon,Paper
Furniture,United States,Frank Hawley,0.2,10/09/16,CA-2014-128370,DMI Arturo Collection Mission-style Design Wood Chair,27.1764,3,West,,362.352,Corporate,10/09/16,Same Day,California,Chairs
Office Supplies,United States,Shahid Hopkins,0,10/09/16,CA-2014-122280,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",9.0048,2,East,,18.76,Consumer,10/09/16,Same Day,New York,Paper
Office Supplies,United States,Frank Hawley,0.2,10/09/16,CA-2014-128370,Avery Non-Stick Binders,2.245,2,West,,7.184,Corporate,10/09/16,Same Day,California,Binders
Office Supplies,United States,Alex Russell,0,10/09/16,CA-2014-126438,"Eberhard Faber 3 1/2"" Golf Pencils",3.72,2,East,,14.88,Corporate,13/09/16,First Class,Massachusetts,Art
Office Supplies,United States,Ken Heidel,0.2,10/09/16,CA-2014-147403,Xerox 1906,28.7064,3,East,,85.056,Corporate,13/09/16,First Class,Ohio,Paper
Office Supplies,United States,Shahid Shariari,0,10/09/16,CA-2014-159954,Wilson Jones Suede Grain Vinyl Binders,1.3622,1,South,Yes,2.78,Consumer,14/09/16,Standard Class,Georgia,Binders
Office Supplies,United States,Robert Waldorf,0,10/09/16,CA-2014-110905,Acco 6 Outlet Guardian Standard Surge Suppressor,7.254,2,Central,,24.18,Consumer,15/09/16,Second Class,Missouri,Appliances
Office Supplies,United States,Robert Waldorf,0,10/09/16,CA-2014-110905,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",14.6157,3,Central,,33.99,Consumer,15/09/16,Second Class,Missouri,Appliances
Office Supplies,United States,Robert Waldorf,0,10/09/16,CA-2014-110905,3M Organizer Strips,7.776,3,Central,,16.2,Consumer,15/09/16,Second Class,Missouri,Binders
Office Supplies,United States,Robert Waldorf,0,10/09/16,CA-2014-110905,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,6.5808,3,Central,,13.71,Consumer,15/09/16,Second Class,Missouri,Binders
Office Supplies,United States,Robert Waldorf,0,10/09/16,CA-2014-110905,Xerox 1970,11.703,5,Central,,24.9,Consumer,15/09/16,Second Class,Missouri,Paper
Office Supplies,United States,Robert Waldorf,0,10/09/16,CA-2014-110905,Fellowes Stor/Drawer Steel Plus Storage Drawers,17.1774,3,Central,,286.29,Consumer,15/09/16,Second Class,Missouri,Storage
Office Supplies,United States,Skye Norling,0.8,10/09/16,CA-2014-152093,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,-1143.891,3,Central,,762.594,Home Office,15/09/16,Standard Class,Illinois,Binders
Technology,United States,Robert Waldorf,0,10/09/16,CA-2014-110905,Imation Clip USB flash drive - 8 GB,6.768,6,Central,,112.8,Consumer,15/09/16,Second Class,Missouri,Accessories
Technology,United States,Robert Waldorf,0,10/09/16,CA-2014-110905,Logitech G105 Gaming Keyboard,53.433,5,Central,,296.85,Consumer,15/09/16,Second Class,Missouri,Accessories
Technology,United States,Linda Cazamias,0.2,10/09/16,CA-2014-120999,Panasonic Kx-TS550,16.5564,4,Central,,147.168,Corporate,15/09/16,Standard Class,Illinois,Phones
Technology,United States,Helen Abelman,0.2,10/09/16,CA-2014-123036,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,8.8008,4,East,,37.056,Consumer,17/09/16,Standard Class,Ohio,Accessories
Technology,United States,Helen Abelman,0.4,10/09/16,CA-2014-123036,Cisco IP Phone 7961G-GE VoIP phone,-56.3108,2,East,,259.896,Consumer,17/09/16,Standard Class,Ohio,Phones
Furniture,United States,Jennifer Ferguson,0.2,11/09/16,US-2014-142188,Office Star - Contemporary Task Swivel Chair,8.8784,2,West,,177.568,Consumer,11/09/16,Same Day,Washington,Chairs
Furniture,United States,Cassandra Brandow,0,11/09/16,CA-2014-144484,"6"" Cubicle Wall Clock, Black",11.6496,4,West,,32.36,Consumer,11/09/16,Same Day,California,Furnishings
Office Supplies,United States,Cassandra Brandow,0,11/09/16,CA-2014-144484,Kensington 4 Outlet MasterPiece Compact Power Control Center,113.848,5,West,,406.6,Consumer,11/09/16,Same Day,California,Appliances
Office Supplies,United States,Jennifer Ferguson,0.2,11/09/16,US-2014-142188,Ibico Ibimaster 300 Manual Binding System,459.9875,5,West,,1471.96,Consumer,11/09/16,Same Day,Washington,Binders
Office Supplies,United States,Jennifer Ferguson,0,11/09/16,US-2014-142188,Xerox 1894,34.2144,11,West,,71.28,Consumer,11/09/16,Same Day,Washington,Paper
Office Supplies,United States,Jennifer Ferguson,0,11/09/16,US-2014-142188,Xerox 225,9.3312,3,West,,19.44,Consumer,11/09/16,Same Day,Washington,Paper
Technology,United States,Jennifer Ferguson,0.2,11/09/16,US-2014-142188,iOttie XL Car Mount,-17.991,5,West,,79.96,Consumer,11/09/16,Same Day,Washington,Phones
Furniture,United States,Ryan Crowe,0.2,11/09/16,CA-2014-112774,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",6.0382,1,South,,34.504,Consumer,12/09/16,First Class,Florida,Furnishings
Furniture,United States,Karen Ferguson,0.2,11/09/16,CA-2014-149559,Hon Pagoda Stacking Chairs,256.784,8,West,,2054.272,Home Office,12/09/16,Same Day,California,Chairs
Office Supplies,United States,Karen Ferguson,0,11/09/16,CA-2014-149559,#10 Self-Seal White Envelopes,10.8682,2,West,,22.18,Home Office,12/09/16,Same Day,California,Envelopes
Office Supplies,United States,Karen Ferguson,0,11/09/16,CA-2014-149559,Xerox 1996,6.2208,2,West,,12.96,Home Office,12/09/16,Same Day,California,Paper
Office Supplies,United States,Helen Andreada,0.2,11/09/16,CA-2014-117044,Acco Hot Clips Clips to Go,3.29,4,Central,,10.528,Consumer,13/09/16,Second Class,Illinois,Fasteners
Office Supplies,United States,Helen Andreada,0.2,11/09/16,CA-2014-117044,Xerox 1927,6.42,6,Central,,20.544,Consumer,13/09/16,Second Class,Illinois,Paper
Office Supplies,United States,Shahid Shariari,0,11/09/16,CA-2014-127726,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",50.8768,4,South,,195.68,Consumer,13/09/16,Second Class,Kentucky,Appliances
Office Supplies,United States,Shahid Shariari,0,11/09/16,CA-2014-127726,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",6.674,4,South,,14.2,Consumer,13/09/16,Second Class,Kentucky,Fasteners
Office Supplies,United States,Ken Heidel,0,11/09/16,CA-2014-166898,Xerox 192,9.3312,3,West,Yes,19.44,Corporate,13/09/16,Second Class,California,Paper
Technology,United States,Ken Heidel,0.2,11/09/16,CA-2014-166898,OtterBox Defender Series Case - Samsung Galaxy S4,17.994,6,West,Yes,143.952,Corporate,13/09/16,Second Class,California,Phones
Office Supplies,United States,Cassandra Brandow,0,11/09/16,US-2014-152898,Hoover Commercial SteamVac,20.37,5,South,,67.9,Consumer,15/09/16,Standard Class,Virginia,Appliances
Office Supplies,United States,Daniel Byrd,0,11/09/16,CA-2014-124898,Xerox 1935,84.9436,7,South,,184.66,Home Office,15/09/16,Standard Class,Georgia,Paper
Furniture,United States,Cindy Chapman,0.3,11/09/16,US-2014-160836,Bevis Round Conference Table Top & Single Column Base,-65.853,5,Central,,512.19,Consumer,16/09/16,Standard Class,Texas,Tables
Office Supplies,United States,Cindy Chapman,0.8,11/09/16,US-2014-160836,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",-4.2012,2,Central,,1.556,Consumer,16/09/16,Standard Class,Texas,Appliances
Office Supplies,United States,Cindy Chapman,0.2,11/09/16,US-2014-160836,Xerox 1953,3.21,3,Central,,10.272,Consumer,16/09/16,Standard Class,Texas,Paper
Furniture,United States,Jessica Myrick,0,12/09/16,CA-2014-103611,"Eldon Image Series Desk Accessories, Burgundy",3.0096,2,West,,8.36,Consumer,15/09/16,First Class,California,Furnishings
Office Supplies,United States,Bart Folk,0,12/09/16,CA-2014-140676,Fellowes Basic Home/Office Series Surge Protectors,26.3494,7,East,,90.86,Consumer,15/09/16,First Class,Maryland,Appliances
Office Supplies,United States,Bart Folk,0,12/09/16,CA-2014-140676,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",19.95,5,East,,39.9,Consumer,15/09/16,First Class,Maryland,Paper
Office Supplies,United States,Bart Folk,0,12/09/16,CA-2014-140676,Xerox 1939,45.528,5,East,,94.85,Consumer,15/09/16,First Class,Maryland,Paper
Office Supplies,United States,Don Jones,0,12/09/16,CA-2014-108749,Aluminum Screw Posts,22.89,3,East,,45.78,Corporate,15/09/16,First Class,Rhode Island,Binders
Office Supplies,United States,Don Jones,0,12/09/16,CA-2014-108749,Xerox 209,21.7728,7,East,,45.36,Corporate,15/09/16,First Class,Rhode Island,Paper
Office Supplies,United States,John Murray,0,12/09/16,US-2014-109582,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",79.8912,3,West,,166.44,Consumer,17/09/16,Second Class,California,Paper
Office Supplies,United States,Speros Goranitis,0.2,13/09/16,CA-2014-139493,Fluorescent Highlighters by Dixon,2.786,5,South,,15.92,Consumer,19/09/16,Standard Class,North Carolina,Art
Office Supplies,United States,Liz Thompson,0,14/09/16,CA-2014-147725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,18.447,3,East,,70.95,Consumer,14/09/16,Same Day,New Jersey,Art
Furniture,United States,Pamela Stobb,0.3,14/09/16,CA-2014-156237,Office Star - Ergonomically Designed Knee Chair,-29.1528,2,East,,113.372,Consumer,15/09/16,First Class,Pennsylvania,Chairs
Furniture,United States,Pamela Stobb,0.2,14/09/16,CA-2014-156237,Tensor Track Tree Floor Lamp,4.7976,8,East,,127.936,Consumer,15/09/16,First Class,Pennsylvania,Furnishings
Office Supplies,United States,Pamela Stobb,0.7,14/09/16,CA-2014-156237,Aluminum Screw Posts,-12.208,4,East,,18.312,Consumer,15/09/16,First Class,Pennsylvania,Binders
Office Supplies,United States,Pamela Stobb,0.7,14/09/16,CA-2014-156237,GBC Instant Report Kit,-2.588,2,East,,3.882,Consumer,15/09/16,First Class,Pennsylvania,Binders
Technology,United States,Pamela Stobb,0.7,14/09/16,CA-2014-156237,Lexmark MarkNet N8150 Wireless Print Server,-168.819,2,East,,241.17,Consumer,15/09/16,First Class,Pennsylvania,Machines
Technology,United States,Pamela Stobb,0.7,14/09/16,CA-2014-156237,Ricoh - Ink Collector Unit for GX3000 Series Printers,-18.0385,1,East,,12.585,Consumer,15/09/16,First Class,Pennsylvania,Machines
Furniture,United States,Roger Barcio,0.1,14/09/16,CA-2014-152975,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-6.549,5,East,,589.41,Home Office,16/09/16,First Class,New York,Chairs
Office Supplies,United States,Roger Barcio,0,14/09/16,CA-2014-152975,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,East,,29.95,Home Office,16/09/16,First Class,New York,Art
Office Supplies,United States,Roger Barcio,0,14/09/16,CA-2014-152975,Sensible Storage WireTech Storage Systems,3.549,1,East,,70.98,Home Office,16/09/16,First Class,New York,Storage
Technology,United States,Roger Barcio,0,14/09/16,CA-2014-152975,Wilson SignalBoost 841262 DB PRO Amplifier Kit,323.955,3,East,,1079.85,Home Office,16/09/16,First Class,New York,Phones
Office Supplies,United States,Tracy Blumstein,0,14/09/16,CA-2014-114440,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",8.763,3,Central,,19.05,Consumer,17/09/16,Second Class,Michigan,Paper
Office Supplies,United States,Dorothy Badders,0.2,14/09/16,CA-2014-115882,3.6 Cubic Foot Counter Height Office Refrigerator,94.2784,4,South,,942.784,Corporate,17/09/16,First Class,North Carolina,Appliances
Office Supplies,United States,Dorothy Badders,0.2,14/09/16,CA-2014-115882,Xerox 1988,23.235,3,South,,74.352,Corporate,17/09/16,First Class,North Carolina,Paper
Office Supplies,United States,Joy Bell-,0,14/09/16,US-2014-157224,Avery 48,26.082,9,West,,56.7,Consumer,18/09/16,Second Class,California,Labels
Technology,United States,Craig Yedwab,0.2,14/09/16,CA-2014-130302,Logitech Wireless Gaming Headset G930,190.3881,7,East,,895.944,Corporate,19/09/16,Standard Class,Ohio,Accessories
Office Supplies,United States,Henia Zydlo,0,14/09/16,CA-2014-108931,Xerox 1980,3.852,2,East,Yes,8.56,Consumer,19/09/16,Standard Class,New York,Paper
Office Supplies,United States,Henia Zydlo,0,14/09/16,CA-2014-108931,Xerox 1987,5.6644,2,East,Yes,11.56,Consumer,19/09/16,Standard Class,New York,Paper
Furniture,United States,Carl Ludwig,0,15/09/16,CA-2014-121888,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",203.5644,3,East,,782.94,Consumer,17/09/16,Second Class,Massachusetts,Bookcases
Furniture,United States,Christopher Schild,0.2,15/09/16,CA-2014-127096,Bretford Rectangular Conference Table Tops,11.2839,1,West,,300.904,Home Office,17/09/16,Second Class,California,Tables
Office Supplies,United States,Carl Ludwig,0,15/09/16,CA-2014-121888,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",6.512,2,East,,16.28,Consumer,17/09/16,Second Class,Massachusetts,Art
Office Supplies,United States,Carl Ludwig,0,15/09/16,CA-2014-121888,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,116.3904,7,East,,242.48,Consumer,17/09/16,Second Class,Massachusetts,Binders
Technology,United States,Dave Brooks,0.2,15/09/16,CA-2014-132353,Avaya 5420 Digital phone,20.2485,3,Central,,323.976,Consumer,17/09/16,First Class,Illinois,Phones
Technology,United States,Carl Ludwig,0,15/09/16,CA-2014-121888,GE DSL Phone Line Filter,11.5971,1,East,,39.99,Consumer,17/09/16,Second Class,Massachusetts,Phones
Office Supplies,United States,Doug O'Connell,0.2,15/09/16,CA-2014-165008,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",106.9578,9,West,Yes,295.056,Consumer,17/09/16,Second Class,Utah,Binders
Furniture,United States,Rick Duston,0.2,15/09/16,US-2014-116652,"Leather Task Chair, Black",0,3,West,,218.352,Consumer,19/09/16,Standard Class,California,Chairs
Furniture,United States,Rick Duston,0,15/09/16,US-2014-116652,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",105.98,5,West,,529.9,Consumer,19/09/16,Standard Class,California,Furnishings
Furniture,United States,Theresa Coyne,0,15/09/16,CA-2014-124205,SAFCO Folding Chair Trolley,143.6288,4,East,,512.96,Corporate,19/09/16,Standard Class,New Jersey,Chairs
Furniture,United States,Theresa Coyne,0,15/09/16,CA-2014-124205,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,5,East,,47.4,Corporate,19/09/16,Standard Class,New Jersey,Furnishings
Furniture,United States,Meg O'Connel,0,15/09/16,CA-2014-163020,"Master Caster Door Stop, Brown",12.0904,7,East,,35.56,Home Office,19/09/16,Standard Class,New York,Furnishings
Office Supplies,United States,Charles Crestani,0.2,15/09/16,CA-2014-146185,Prismacolor Color Pencil Set,8.3328,2,Central,,31.744,Consumer,19/09/16,Standard Class,Texas,Art
Office Supplies,United States,Rick Duston,0,15/09/16,US-2014-116652,Belkin 5 Outlet SurgeMaster Power Centers,30.5088,2,West,,108.96,Consumer,19/09/16,Standard Class,California,Appliances
Office Supplies,United States,Rick Duston,0,15/09/16,US-2014-116652,Peel-Off China Markers,41.706,10,West,,99.3,Consumer,19/09/16,Standard Class,California,Art
Office Supplies,United States,Rick Duston,0.2,15/09/16,US-2014-116652,Cardinal Poly Pocket Divider Pockets for Ring Binders,0.84,1,West,,2.688,Consumer,19/09/16,Standard Class,California,Binders
Office Supplies,United States,Brenda Bowman,0.2,15/09/16,CA-2014-130043,Xerox 1897,11.5536,8,Central,,31.872,Corporate,19/09/16,Standard Class,Texas,Paper
Office Supplies,United States,Theresa Coyne,0,15/09/16,CA-2014-124205,"Contico 72""H Heavy-Duty Storage System",0,2,East,,81.96,Corporate,19/09/16,Standard Class,New Jersey,Storage
Technology,United States,Theresa Coyne,0,15/09/16,CA-2014-124205,Plantronics 81402,102.9444,6,East,,395.94,Corporate,19/09/16,Standard Class,New Jersey,Phones
Office Supplies,United States,Alan Barnes,0.2,15/09/16,CA-2014-145737,Xerox 1893,59.4355,5,South,,163.96,Consumer,20/09/16,Standard Class,Tennessee,Paper
Office Supplies,United States,Gene McClure,0,15/09/16,CA-2014-134418,BIC Brite Liner Highlighters,5.2164,3,West,,12.42,Consumer,20/09/16,Standard Class,Washington,Art
Furniture,United States,Erica Smith,0.2,15/09/16,US-2014-163300,Global Deluxe Steno Chair,-20.7846,3,West,,184.752,Consumer,21/09/16,Standard Class,California,Chairs
Office Supplies,United States,Erica Smith,0.2,15/09/16,US-2014-163300,GBC DocuBind 200 Manual Binding Machine,884.058,7,West,,2357.488,Consumer,21/09/16,Standard Class,California,Binders
Office Supplies,United States,Dean percer,0,15/09/16,CA-2014-139822,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,10.8136,2,East,,38.62,Home Office,21/09/16,Standard Class,Connecticut,Storage
Technology,United States,Erica Smith,0.2,15/09/16,US-2014-163300,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,32.3351,7,West,,369.544,Consumer,21/09/16,Standard Class,California,Phones
Technology,United States,Dean percer,0,15/09/16,CA-2014-139822,Micro Innovations Wireless Classic Keyboard with Mouse,10.7964,2,East,,59.98,Home Office,21/09/16,Standard Class,Connecticut,Accessories
Office Supplies,United States,Barry Blumstein,0,16/09/16,CA-2014-118136,Newell 330,1.5548,1,West,,5.98,Corporate,17/09/16,First Class,California,Art
Office Supplies,United States,Barry Blumstein,0,16/09/16,CA-2014-118136,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.0572,2,West,,8.82,Corporate,17/09/16,First Class,California,Paper
Furniture,United States,Adam Shillingsburg,0.2,16/09/16,CA-2014-136448,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",2.2512,3,East,,22.512,Consumer,18/09/16,First Class,Pennsylvania,Furnishings
Office Supplies,United States,Adam Shillingsburg,0.7,16/09/16,CA-2014-136448,Binder Posts,-2.7552,2,East,,3.444,Consumer,18/09/16,First Class,Pennsylvania,Binders
Office Supplies,United States,Adam Shillingsburg,0.7,16/09/16,CA-2014-136448,GBC DocuBind TL300 Electric Binding System,-412.6154,2,East,,538.194,Consumer,18/09/16,First Class,Pennsylvania,Binders
Office Supplies,United States,Evan Henry,0.2,16/09/16,CA-2014-112984,Xerox 1927,6.42,6,East,,20.544,Consumer,18/09/16,Second Class,Pennsylvania,Paper
Technology,United States,Adam Shillingsburg,0.2,16/09/16,CA-2014-136448,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,14.3952,2,East,,47.984,Consumer,18/09/16,First Class,Pennsylvania,Accessories
Technology,United States,Adam Shillingsburg,0.2,16/09/16,CA-2014-136448,Logitech Trackman Marble Mouse,19.7934,3,East,,71.976,Consumer,18/09/16,First Class,Pennsylvania,Accessories
Technology,United States,Craig Leslie,0,16/09/16,CA-2014-141446,KeyTronic E03601U1 - Keyboard - Beige,3.24,1,South,,18,Home Office,18/09/16,Second Class,Kentucky,Accessories
Office Supplies,United States,Jay Fein,0.2,16/09/16,CA-2014-144113,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",6.3684,2,Central,,17.568,Consumer,20/09/16,Standard Class,Texas,Envelopes
Office Supplies,United States,Craig Yedwab,0,16/09/16,CA-2014-130715,"OIC Colored Binder Clips, Assorted Sizes",8.771,5,West,,17.9,Corporate,20/09/16,Standard Class,California,Fasteners
Technology,United States,Jay Fein,0.2,16/09/16,CA-2014-144113,ClearSounds CSC500 Amplified Spirit Phone Corded phone,5.5992,1,Central,,55.992,Consumer,20/09/16,Standard Class,Texas,Phones
Office Supplies,United States,Adam Bellavance,0.2,16/09/16,CA-2014-134173,Xerox 231,7.2576,4,East,,20.736,Home Office,21/09/16,Standard Class,Pennsylvania,Paper
Office Supplies,United States,Tom Prescott,0,17/09/16,CA-2014-137470,Xerox 1984,6.3504,2,West,,12.96,Consumer,17/09/16,Same Day,Washington,Paper
Technology,United States,Shahid Collister,0,17/09/16,CA-2014-142293,Logitech Trackman Marble Mouse,37.7874,3,West,,89.97,Consumer,20/09/16,First Class,Idaho,Accessories
Furniture,United States,Alan Schoenberger,0,17/09/16,CA-2014-112515,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",77.5764,3,West,,1292.94,Corporate,21/09/16,Second Class,Utah,Bookcases
Office Supplies,United States,Alan Schoenberger,0.2,17/09/16,CA-2014-112515,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.2717,3,West,,11.784,Corporate,21/09/16,Second Class,Utah,Binders
Office Supplies,United States,Alan Schoenberger,0.2,17/09/16,CA-2014-112515,Avery Non-Stick Binders,3.5022,3,West,,10.776,Corporate,21/09/16,Second Class,Utah,Binders
Office Supplies,United States,Alan Schoenberger,0.2,17/09/16,CA-2014-112515,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",8.9544,2,West,,25.584,Corporate,21/09/16,Second Class,Utah,Binders
Office Supplies,United States,Alan Schoenberger,0,17/09/16,CA-2014-112515,Avery 514,7.056,5,West,,14.4,Corporate,21/09/16,Second Class,Utah,Labels
Office Supplies,United States,Alan Schoenberger,0,17/09/16,CA-2014-112515,Green Bar Computer Printout Paper,80.7912,3,West,,164.88,Corporate,21/09/16,Second Class,Utah,Paper
Office Supplies,United States,Alan Schoenberger,0,17/09/16,CA-2014-112515,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",65.435,2,West,,261.74,Corporate,21/09/16,Second Class,Utah,Storage
Furniture,United States,Sanjit Jacobs,0.3,17/09/16,CA-2014-105669,"Global Wood Trimmed Manager's Task Chair, Khaki",-77.333,5,Central,,318.43,Home Office,22/09/16,Second Class,Texas,Chairs
Furniture,United States,Meg O'Connel,0,17/09/16,CA-2014-157931,Global Ergonomic Managers Chair,188.2192,4,South,,723.92,Home Office,22/09/16,Second Class,Georgia,Chairs
Office Supplies,United States,Sanjit Jacobs,0.2,17/09/16,CA-2014-105669,Newell Chalk Holder,3.2214,3,Central,,9.912,Home Office,22/09/16,Second Class,Texas,Art
